original_entropy,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_Correlation,original_glcm_DifferenceEntropy,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_ngtdm_Coarseness,AE_8,AE_12,AE_28,AE_31
1.0,-0.2119653587804372,0.5444483086158874,0.2231305313432412,4.524102255345597e-15,0.592627816807191,-0.2621701772237931,0.42751314590085177,0.7567144468297587,0.22096482592877914,-0.03114267285948816,0.42751314590085177,0.7384608935689755,0.3814074632952281,-0.10039537081283002,0.2231305313432412,,0.7586209855863834,,,4.524102255345597e-15,,,,,,,4.524102255345597e-15,,,,4.524102255345597e-15,0.17515624312512737,-0.1697027479988518,-0.17654095639338488,0.12313180053743288,-0.1229688074788356,,-0.16333899176593858,-0.16333899176593858,-0.16333899176593858,,0.12271110280523638,0.12271110280523638,0.12271110280523638,0.1611522008589075,,,-0.16390365264159942,-0.16390365264159942,-0.16390365264159942,,0.17687188832037057,-0.15678579989854396,-0.17531538893438275,0.15927424862039652,0.17796129578157965,0.03953390027295279,0.03953390027295279,0.03953390027295279,,,,-0.12360369416916853,-0.12360369416916853,-0.12360369416916853,,,,0.1210420158725891,0.1210420158725891,0.1210420158725891,4.524102255345597e-15,0.12168792141633478,,0.19694734806560554,0.1794802699240305,0.19888069283326779,0.17641601703137752
-0.2119653587804372,1.0,0.06434894520877878,0.5384326463361296,2.1264903545877943e-16,-0.15499685165842575,0.5296022324305458,-0.07776157913597406,-0.3428773179709877,0.5402607136311562,0.43065491887109514,-0.07776157913597406,-0.36142311176066355,0.4291139376140699,-0.6529827118840333,0.5384326463361296,,-0.34281976259054964,,,2.1264903545877943e-16,,,,,,,2.1264903545877943e-16,,,,2.1264903545877943e-16,-0.09437417443019876,0.0921779199343991,0.09381869768195851,-0.08118706771993595,0.07365243038965531,,0.0920193155455316,0.0920193155455316,0.0920193155455316,,-0.08183822711493396,-0.08183822711493396,-0.08183822711493396,-0.09194290347865314,,,0.09341062692657537,0.09341062692657537,0.09341062692657537,,-0.09670992667919842,0.08284896568983018,0.09694717761894764,-0.09127065079068965,-0.08192740078662292,-0.031262767505185224,-0.031262767505185224,-0.031262767505185224,,,,0.07393802114705035,0.07393802114705035,0.07393802114705035,,,,-0.0727829425647344,-0.0727829425647344,-0.0727829425647344,2.1264903545877943e-16,-0.07307487511273329,,0.4913545674953737,0.48614971701877385,0.4950900370075939,0.4784041169409685
0.5444483086158874,0.06434894520877878,1.0,0.43860177666215444,1.0692411674796988e-16,0.31417734331938846,-0.08067410714989717,0.34151450937027683,0.6589961438268315,0.4378532590308067,0.14942113137233148,0.34151450937027683,0.7326016745000064,0.5952544455061746,-0.43501697416461427,0.43860177666215444,,0.6585677005059003,,,1.0692411674796988e-16,,,,,,,1.0692411674796988e-16,,,,1.0692411674796988e-16,0.1288317359584202,-0.12594306779767098,-0.12704458489634501,0.11150324861213229,-0.10467661037902373,,-0.12098382974432029,-0.12098382974432029,-0.12098382974432029,,0.11519160119442946,0.11519160119442946,0.11519160119442946,0.12077623682024663,,,-0.12090599450304511,-0.12090599450304511,-0.12090599450304511,,0.12090588425479248,-0.09639460421189892,-0.11930215289756696,0.12063844066154701,0.12177718396066892,0.07124231250392281,0.07124231250392281,0.07124231250392281,,,,-0.1049802632282245,-0.1049802632282245,-0.1049802632282245,,,,0.10374697928295558,0.10374697928295558,0.10374697928295558,1.0692411674796988e-16,0.10405995806954445,,0.40900521804693485,0.39161931702368474,0.4132994903088605,0.3839621700575286
0.2231305313432412,0.5384326463361296,0.43860177666215444,1.0,-2.0361141780125468e-17,0.40380649614492553,0.24213339457702068,0.2333200595954889,0.3692188498676886,0.9999628506950593,0.8006066602583213,0.2333200595954889,0.349910804157184,0.9729768228241882,-0.7240018867226967,1.0,,0.3699557759054955,,,-2.0361141780125468e-17,,,,,,,-2.0361141780125468e-17,,,,-2.0361141780125468e-17,-0.06391334992756015,0.05831524100045069,0.06180637466278479,-0.05750308965879876,0.039113166123659726,,0.05900241452052285,0.05900241452052285,0.05900241452052285,,-0.06578834929129597,-0.06578834929129597,-0.06578834929129597,-0.06026302939046002,,,0.06089940947736432,0.06089940947736432,0.06089940947736432,,-0.06408351170267731,0.05452787380980344,0.06212076734486772,-0.059239314930125464,-0.029210315091726093,-0.03049637568976959,-0.03049637568976959,-0.03049637568976959,,,,0.03919841826829469,0.03919841826829469,0.03919841826829469,,,,-0.03885169653802895,-0.03885169653802895,-0.03885169653802895,-2.0361141780125468e-17,-0.03893980560137669,,0.8745067082395012,0.8644696022173468,0.8775646804635001,0.8579052388428114
4.524102255345597e-15,2.1264903545877943e-16,1.0692411674796988e-16,-2.0361141780125468e-17,1.0,-2.448999524622695e-16,-1.333460325741849e-16,3.727238863463447e-18,1.3880727520275545e-16,6.531522864034533e-17,-3.565857306965682e-17,3.727238863463447e-18,-1.2436462198908048e-15,4.1046867522727673e-16,-2.864649953257677e-17,-2.0361141780125468e-17,,1.2823271960196933e-16,,,1.0,,,,,,,1.0,,,,1.0,2.079801839754825e-14,-4.98631003298262e-14,-7.676968319184288e-14,-3.357268392625688e-14,-1.1343643980846433e-14,,4.876640447689528e-13,4.876640447689528e-13,4.876640447689528e-13,,2.173720756994009e-13,2.173720756994009e-13,2.173720756994009e-13,-1.1911801366515264e-15,,,-2.3019454235307177e-14,-2.3019454235307177e-14,-2.3019454235307177e-14,,2.4807688971803107e-14,3.918344016117024e-15,-2.4047002254696188e-14,-4.8683870367893984e-14,-1.1283700835637277e-14,5.225800464668449e-15,5.225800464668449e-15,5.225800464668449e-15,,,,-2.104158746159874e-15,-2.104158746159874e-15,-2.104158746159874e-15,,,,-4.828248080133891e-14,-4.828248080133891e-14,-4.828248080133891e-14,1.0,-8.15402212905727e-13,,1.8983911070552286e-16,-7.500373785051373e-17,1.2009235054552076e-17,7.472606785372942e-17
0.592627816807191,-0.15499685165842575,0.31417734331938846,0.40380649614492553,-2.448999524622695e-16,1.0,-0.13628031382392639,0.2983067986650712,0.7844568690617133,0.40304444492242986,0.12380349986605658,0.2983067986650712,0.7398617232918939,0.5083646964223925,-0.16846075658821016,0.40380649614492553,,0.7835406114183514,,,-2.448999524622695e-16,,,,,,,-2.448999524622695e-16,,,,-2.448999524622695e-16,0.10798104776441586,-0.12368396117410627,-0.11139993781381727,0.08708618349985209,-0.14594938599766966,,-0.11336282248833303,-0.11336282248833303,-0.11336282248833303,,0.07166728857628724,0.07166728857628724,0.07166728857628724,0.10652879974184346,,,-0.11075143438253424,-0.11075143438253424,-0.11075143438253424,,0.12258782445669958,-0.10081109331072917,-0.11566694614689861,0.11082264981192148,0.0930757334974649,-0.017952668669956106,-0.017952668669956106,-0.017952668669956106,,,,-0.1460394866040605,-0.1460394866040605,-0.1460394866040605,,,,0.14566273787503925,0.14566273787503925,0.14566273787503925,-2.448999524622695e-16,0.14576103209651634,,0.3642538303206745,0.3448208920069253,0.3664251930256996,0.3416855377353993
-0.2621701772237931,0.5296022324305458,-0.08067410714989717,0.24213339457702068,-1.333460325741849e-16,-0.13628031382392639,1.0,-0.17665767447491074,-0.32776969221208824,0.2433406977889579,0.21034632802652128,-0.17665767447491074,-0.2906910338236365,0.15311469374823886,-0.7486658290423867,0.24213339457702068,,-0.3273490704311825,,,-1.333460325741849e-16,,,,,,,-1.333460325741849e-16,,,,-1.333460325741849e-16,-0.0699461374324503,0.06857425885937696,0.06953441421439176,-0.060207483551824176,0.05562803525624238,,0.06813618485293801,0.06813618485293801,0.06813618485293801,,-0.0604856742551442,-0.0604856742551442,-0.0604856742551442,-0.06799802990982272,,,0.06915828404873085,0.06915828404873085,0.06915828404873085,,-0.07122188431923093,0.060687191112497554,0.07154807317212275,-0.06759409912196693,-0.06179813294227308,-0.024495071715386313,-0.024495071715386313,-0.024495071715386313,,,,0.05583543022552783,0.05583543022552783,0.05583543022552783,,,,-0.054996421612842704,-0.054996421612842704,-0.054996421612842704,-1.333460325741849e-16,-0.05520851970456196,,0.2717107215258589,0.2703078656518101,0.27345380431437755,0.266668040815012
0.42751314590085177,-0.07776157913597406,0.34151450937027683,0.2333200595954889,3.727238863463447e-18,0.2983067986650712,-0.17665767447491074,1.0,0.4264515453196917,0.2290583463919355,0.0807794671608819,1.0,0.41089598290259655,0.30631404235114573,-0.05040520450858566,0.2333200595954889,,0.4350063239880063,,,3.727238863463447e-18,,,,,,,3.727238863463447e-18,,,,3.727238863463447e-18,0.09112733095733785,-0.07718115775140716,-0.09906437348963998,0.014385729432158108,0.005443431506006819,,-0.0803372400281372,-0.0803372400281372,-0.0803372400281372,,0.012266509842724652,0.012266509842724652,0.012266509842724652,0.07916758390985802,,,-0.06656091397387674,-0.06656091397387674,-0.06656091397387674,,0.15923208861454324,-0.18848268763290107,-0.13804213834578014,0.0723620063543592,0.13504429059497247,-0.01994178294535571,-0.01994178294535571,-0.01994178294535571,,,,0.0044849229218087315,0.0044849229218087315,0.0044849229218087315,,,,-0.00833230714512284,-0.00833230714512284,-0.00833230714512284,3.727238863463447e-18,-0.007367233593320716,,0.16610440199005952,0.16266220178418123,0.16583615007373312,0.16261600933319545
0.7567144468297587,-0.3428773179709877,0.6589961438268315,0.3692188498676886,1.3880727520275545e-16,0.7844568690617133,-0.32776969221208824,0.4264515453196917,1.0,0.3674047703113802,0.052873576827471555,0.4264515453196917,0.985341483514932,0.5547319658583809,-0.137882516600205,0.3692188498676886,,0.9998260870590602,,,1.3880727520275545e-16,,,,,,,1.3880727520275545e-16,,,,1.3880727520275545e-16,0.15543813149927863,-0.1595537103605922,-0.15669151174760274,0.1305995877521346,-0.14555931044332837,,-0.15510798612211485,-0.15510798612211485,-0.15510798612211485,,0.12153508668155795,0.12153508668155795,0.12153508668155795,0.15236079193600094,,,-0.15599922385987616,-0.15599922385987616,-0.15599922385987616,,0.16321491606921393,-0.13795964942205677,-0.1636979126481846,0.15304210898528758,0.15910968677304474,0.04681780820553637,0.04681780820553637,0.04681780820553637,,,,-0.14606275937981664,-0.14606275937981664,-0.14606275937981664,,,,0.14402524732198937,0.14402524732198937,0.14402524732198937,1.3880727520275545e-16,0.14454052711208026,,0.32462286769241006,0.30513789337049335,0.32714193313497714,0.3011561856244976
0.22096482592877914,0.5402607136311562,0.4378532590308067,0.9999628506950593,6.531522864034533e-17,0.40304444492242986,0.2433406977889579,0.2290583463919355,0.3674047703113802,1.0,0.8005178932704099,0.2290583463919355,0.3481668334229709,0.9726201730422454,-0.7248443253317315,0.9999628506950593,,0.3680027424937943,,,6.531522864034533e-17,,,,,,,6.531522864034533e-17,,,,6.531522864034533e-17,-0.06129974592003375,0.0554242535903826,0.05921763618663071,-0.054453306830440966,0.03562741757558171,,0.0562075574080958,0.0562075574080958,0.0562075574080958,,-0.06290132433326032,-0.06290132433326032,-0.06290132433326032,-0.05751201916022632,,,0.05801010492876122,0.05801010492876122,0.05801010492876122,,-0.06237696203583033,0.05377762801400751,0.060155329310493236,-0.056389785238766824,-0.02785070940791486,-0.029384328909474906,-0.029384328909474906,-0.029384328909474906,,,,0.03571716699667058,0.03571716699667058,0.03571716699667058,,,,-0.03535284919358974,-0.03535284919358974,-0.03535284919358974,6.531522864034533e-17,-0.03544525772324789,,0.8740965029366086,0.8640058766216411,0.877180983356658,0.8573991244123115
